,comment,Org Name,predicted_sentiment
1017,every thing,Bradford Royal Infirmary,positive
10413,My dad was admitted here with a subarachnoid haemorrage. The treatment he recieved was outstanding. The medical staff were amazing. He was treated with dignity and respect and was monitored 24/7. I was so impressed and would refer everyone I know to St Georges. The hospital itself was extremely clean and constantly being cleaned.,St George's Hospital (Tooting),positive
11319,"This was my first visit and I was very impressed by the speed of service, I saw a consultant, had an x-ray, saw the consultant again and decided on a course of treatment, I then had a pre-treatment check with the nurse before leaving the hospital.  The whole process took 1.5 hrs fantastic.",The Cheshire and Merseyside NHS Treatment Centre,positive
973,"Marjorie was sent from Calow to Bolsover on the 10th. of February. She stayed there until she died on the 29th. of March.
I found all the staff to be very caring. They were short staffed, and always on the go but the patients were never neglected.
Marjorie was on Bentinck ward and I have nothing but praise for the staff. At the end, they were very supportive of myself and the family.
I am grateful to them for everything they did for Marjorie.
People who run the NHS down should pay Bolsover a visit.",Bolsover Hospital,positive
10633,"The day surgical unit was well organised, the staff absolutly wonderful and the experience restored the faith I lost in the NHS after a stay the week before in QA.
Do not let this unit close and be transfered to QA, it would be a tradgedy.",St Mary's Hospital,positive
4927,"Please could you pass on a massive thank you to the fabulous staff  who were so kind to me in Lister Hospital's day surgery unit yesterday?   I was in a lot of pain after the operation, and they were absolutely wonderful.  Endlessly patient and understanding, they explained exactly what was happening, involved me indecisions about my own medication, kept on checking on me and did everything they could to relieve the pain.

Although they must deal with it day in and day out, you wouldn't know it.  They really treat everyone as an individual, and really care about their patients' wellbeing. 

A wonderful bunch of people, please let them know how much I appreciate what they did for me.",Lister Hospital,positive
8406,i stayed in bh a few times and i had first class treatment.,Royal Bournemouth General Hospital,positive
1724,The staff were nice and helpful they were very efficient and I was well cared for. My operation went very well and the scar is much better than I ever expected.,Chorley and South Ribble Hospital,positive
12987,"my mother who is 90 yrs old was admitted from the BRI with a broken hip I had reservations about it because of the area it,s in, I had no need to worry, the staff couldn,t do enough for mum or the family for that matter. The place is well set out and nicely appointed, mum said the food was excellent and freshly cooked",Westbourne Green Community Hospital,positive
6006,"All of the staff on F4 were extremely friendly and went out of their way to ensure I had the best care I could have.I was really scared when I went down for my operation but my consultant, took the time to come and see me and put my mind at rest about the procedure.My care on the ward following my operation was outstanding even though the ward was full and even the food was good!The ward sister deserves a medal for keeping it running so smoothly and all the nurses and support staff were excellent.",North Manchester General Hospital,positive
8809,"The hospital building was clean and attractive throughout. I was really impressed by the staff, who were all friendly and professional. My impression was that this is a very efficient hospital.",Royal Free Hospital,positive
8907,I needed to visit a patient in the Anthony Letchworth Ward in Florence Portal House.  I searched the hospital website for a plan of the hospital to show me where the ward was located and where the various public parking areas might be found.  I could find no plan or layout of the hospital and I think this is something that you should included on your website.  Can this be done please ?,Royal Hampshire County Hospital,negative
4737,"I can't speak more highly of the day surgery unit
The morning of my operation I was quite frightened about what the day would bring.
The nurses and doctors made me feel welcome and I felt totally secure and safe in their care. I was involved with every aspect of my care. 
The nurse that was assigned to look after me did everything in her power to make me very comfortable both before and after my operation. I was only allowed to go home once they were happy I would be ok.
This hospital is very clean.
When a bed became vacant the whole area was cleaned. All linen and bedding was taken to be washed and the bed completly washed down.",Lewes Victoria Hospital,positive
9811,"Having gone through the system of apointments and tests, I then received my admission letter I arrived on time for admission for an operation to be carried out the next day only to be turned away as they had no idea of my appointment for admission, it cost me £30 there and back by taxi, I live alone and had made arrangements with my neighbours for being away up to a week or more.",Scunthorpe General Hospital,negative
760,"Thank you so much for the fantastic care you gave me.  I was really nervous about giving birth but the midwives couldn;t have been more helpful or reassuring.  Everyone I met treated my partner and I with kindness and nothing was too much trouble.  I had expected the hospital to be really noisy but it wasn't.  The food was good and everyone was very supportive.

Thank you again for making the birth of my child an experience I shall always remember with fondness and gratitude.",Birmingham Women's NHS Foundation Trust,positive
499,listen to the patient and not to think as they are a doctor they are always right,Basildon University Hospital,negative
348,"The speed, efficiency and kindness of staff during the diagnosis and treatment of my condition.
I had a TIA 14/12/08 and after several diagnostic appointments I had an operation to unblock the Carotid artery 19/01/09. I am 88 and throughout the whole process all the stages were explained to me and I was made to feel totally at ease. I am now well on the road to recovery",Barnet Hospital,positive
3819,"My experience at the Homerton was excellent. The hospital was very clean and comfortable, staff were friendly, helpful and organised. My consultant was very warm and professional and I was always treated with kindness and respect. A very impressive hospital overall.",Homerton University Hospital,positive
3903,I had appointments in the Euroligy dept and never had to wate longer than 10 mins over the time. The level of care and consoltation with the Consultant was excelent.My operation and after care on ward 22 was excellent all the staff were proffesional caring and most kind.The food and drink wasalso most enjyable and adequate.,Huddersfield Royal Infirmary,positive
10127,"I was a patient in the ENT department of Southmead and cannot recommend it highly enough, the nursing was amazing, they were efficient, kind and caring and helped me through a very traumatic surgery with care and compassion.",Southmead Hospital,positive
2302,everything thier was no communication between midwifes and doctors the attidude with all the staff was very poor bed sheets not changed didnt see any cleaning staff one midwife told u one thing another told u something different they way they treated my daughter is  really bad they r rude uncaring and need to change thier attiude,Derriford Hospital,negative
436,"The website states:-
"" Patient meals  -  For patients staying overnight and longer, we provide a wide range of catering services to suit your needs.  Our menus have been designed to offer a selection of nutritional meals which cater for all dietary needs.  Mealtimes on the wards are protected which means all non-urgent clinical tasks stop for a period of time so that patients can eat their meals in peace, with support if they need it, without being interrupted""
If you are a vegetarian which is a personal choice and not life threatening, you are catered for. But, if you are a Coelliac which is not a personal choice but a life long affliction and requires you not to eat anything containing gluten, there are no options on the menu. 
The local ward staff did their best but the hospital kitchens were unable to help.
So why do people who do not have to not eat meat get a choice but people who's life will be threatened if they eat anything containing gluten have no choices?
It is very easy to make pastry or gravy or cheese sauce etc.. using gluten free flour which tastes the same but can be eaten by everybody. If this were done, then the words quoted earlier from the website would then ring true.",Barnsley Hospital,negative
11952,"On New Years Day, we took my husband Graham to New Whittington A&E with a chest infection and shortness of breath. I felt very apprehensive as I had heard so many tales about hospitals in UK and besides we were due to fly back home in two days'. I needn't have worried; he was seen to straight away not even five minutes' wait from registration. All the doctors, nurses etc on that particular morning at emergency section showed nothing but sheer caring and utmost dedication.
My husband was hospitalized for 6 days in Reckits ward, and all the staff in the ward were absolutely marvellous. They were there when my son and I panicked and wanted to know more. Our special thanks to the house doctor, so down to earth and helpful, and to the wonderful staff nurse who was so caring and thoughtful, managing to relieve us of our fears and worries, and last but not the least to the ward's chest nurse who was also so very helpful and dedicated. 
I have been singing New Whittington's praises ever since. We have a state-of-the-art, newly built hospital in my country, however, it just shows you that it is that little bit of extra effort showing how really caring staff are, that really matters.
I had heard good words from my son when he admitted his new-born child and wife there in February. Now I have seen it for myself!

Well done N W hospital, you have teams to be really proud of.
",The Whittington Hospital,positive
2701,"Arrived 08h00 am . I loved the family atmosphere at the hospital.  It was obvious that the staff enjoyed working together and communicated with each other and patients in a friendly, curteous and efficient manner. Paperwork and red tape was done routinely and very efficiently.  The staff had a sense of purpose with a personal touch. They were informative and considerate but actually LISTENED ! Answering what maght seen silly questions with patience and appropriate reassurance.  They made me feel like an individual whose needs were important to them. I was a welcome visitor... not a number!  Everyone who I came into contact with knew my name.  How refreshing!  There was a reassuring sense of teamwork...I saw the same nurse ...and saw the same senior nurse...and met with the surgeon prior to the opp.  Minimum of fuss and minimum time wasting.    The admittance procedure was so reassuring too!  Routine MRSA screening...I was in good hands !  Tea and coffee facilities(real crockery) and complementary newspapers in the waiting room...the little touches make all the difference!  Private bedrooms, en suite bathroom, crisp linen, self controlled heater, nurses on call with a smile ...I thought I was in a health spa having a treatment!  The opp theatre was high tech but the theatre staff so put me at my ease I forgot where I was!  I went asleep mad sentence....woke up feeling simply great !   How's that for stress free!  Not even bruised where the needle went into the back of my hand !  Back to my room, and a pot of tea and access to pain killers when required !  Another pot of tea with my home made sandwich(and one for my chaperone).  After observation and routine checks I was released without the unnecessary red tape and waiting you seem to go through in larger hospitals. Discharged 2h30pm same day. I was having an afternoon walk in the sunshine that same day like any other Saturday!  Thanks to my friends at the Euxton Hall Hospital.  Your all on my xmas card list !",Euxton Hall Hospital,positive
8880,"I was treated in the Theatre Admissions Unit and the Gynaecology ward. 
The nursing staff were so kind, attentive and thorough. My surgeon and anaesthetist saw me before my operation and my surgeon came to see me after to give feedback on how the operation had gone which was a nice touch. The ladies who brought me tea and food were lovely and even the cleaning lady was very polite.",Royal Hallamshire Hospital,positive
6720,"The meals were very bland and I had to add salt to everything. The tea trolley didn't always come around, even if the ward was quiet, and it was something that you looked forward to. I didn't like to ring for a coffee, so waited for the next one.",Peterborough District Hospital,negative
6787,"When my husband was eventually admitted to Pinderfields for memory loss and severe headaches, after initially being sent home, he was treated like he was unimportant and remained without pain relief or tests being run for almost a week.  It was only when he suffered a seizure he was given a CT scan and his brain tumour was discovered.  Even once his condition was diagnosed there was no sence of urgency to get him the care he needed and he remained without further treatment for another week.  My husband may not now be terminally ill if those 2 weeks had not been waisted.  My husband even had to get himself to the scanning dept himself as no porter was available for him.",Pinderfields General Hospital,negative
9339,"I am an outpatient myself at RSH, but last Friday my adult son was admitted to A&E with violent stomach pain. 
    On the Saturday his appendix was removed which was in a very dangerous stae. I wish to say that the attention and speed with which my son was treated was second to none. From all the staff from A&E Reception, Ward 25 SAU to The Discharge Lounge were so kind and caring. Thankyou.",Royal Shrewsbury Hospital,positive
12564,the dentists and the students were friendly.,University Of Bristol Dental Hospital,positive
6489,"I was given osteopath treatment, only six sessions, and then a review in 6 months.  I have exercises to do at home.  After years of severe pain in lower back, I can't believe how much has been achieved in just 6 half hour sessions.  It's almost a miracle!",Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus,positive
7113,"I had an accident at home and suffered a very deep cut that we couldn't stop bleeding.  Triage nurse attended to the cut immediately on arrival.  Waited an hour anda a half to see the Dr.  The nurses checked on me while I was waiting, and were checking for tendon damage.  They were calm, cheerful and very courteous.  The Dr was also very efficient and friendly.  The wound has healed beautifully, and there was no infection. Very grateful to them.",Princess Royal Hospital,positive
6028,The staff on the renal unit cared very much for their patients not just doing their job they were better and showing more concern than what was expected of them or what i have seen on other wards.,North Manchester General Hospital,positive
11429,"My husband and I attended the hospital on August 12, 2009 at 4pm. We had a 20 week pregnancy ultrasound scan. The woman doing the scan was very friendly and professional. It was a lovely experience. Thank you for the wonderful care.",The Great Western Hospital,positive
10976,"All the staff were friendly whilst being professional; even staff who came into contact in passing made me feel welcome. Whilst waiting for my procedures I was not allowed to feel neglected; and when I was discharged I was still treated by nursing staff as someone who mattered. I would thoroughly recommend this hospital to anyone. Thankyou to every one in Greenwood Ward; the X ray dept, the reception; and anyone else working in your hospital.",Stamford and Rutland Hospital,positive
8666,"just wanted to say that I was very impressed with all aspects of my visit to the royal free - very clean, was seen on time and everyone very courteous and friendly when I was there.  Thanks",Royal Free Hospital,positive
12641,Everything from the minute you ring out of hours until you leave unsatisfied,Wansbeck Hospital,negative
597,"My husband was treated in A&E, ICU and Reginald Hart ward after he was hit by a speeding driving whilst cycling to work.  The ambulance crew and those in A+E  and ICU saved his life. The medical care received on each ward was exemplary and we can not thank all those involved enough.  In particular, the Consultant Anaesthetist and team, Consultant Orthopaedic Surgeon and team and Sister and nursing team were fantastic. Keep up the great work and thank you!",Bedford Hospital South Wing,positive
7771,"I cannot fault the treatment I received. I was there for 3-4 hours and and was not left at all.The staff were excellent and the doctor was polite, helpful and considerate. I was made to feel welcome and not as though I was wasting their time. Thank you , I'm very grateful for the attention I received.",Queen Mary's Hospital Sidcup,positive
1146,You were treated with dignity,Broomfield Hospital,positive
9671,"I was admitted for a MRI scan on C1 ward on monday 3rd august, I felt very welcome and all the staff treated me with the up most respect and had read all my notes.",Salford Royal NHS Foundation Trust,positive
2832,I have used this hospital's walk-in clinic twice and both times recieved excellent care.,Finchley Memorial Hospital,positive
6456,"My father is in his fifth week at the City Hospital, two weeks on Critical Care and his third week on the Southwell Ward. Anyone who has relatives on either of these wards need not worry about the care their relative will be receiving. The doctors, nurses and all other staff cannot be praised enough. Nothing is too much trouble. The nurses, always have time to answer any questions you may have and the doctors kept us updated regularly on my dads progress. After visiting for five weeks, 2-3 times daily, I've seen what these people have to put up with, the pressure they're under etc. They do an absolute marvellous job.",Nottingham University Hospitals NHS Trust - City Campus,positive
2582,My appointment was 2 hours delayed and therefor I had to miss it as I needed to be somewhere else. they promised me they will arrange another appointment soon but it never happened. RUBBISH SERVICE,Edgware Community Hospital,negative
3187,"What can I say,everything from the consultation to the pre-op,then the day of the op.Everything was perfect.What a great place to get sliced up. They even cut the sandwiches triangular.Thanks to you all. I even applied for a job there,it was that good.",Fulwood Hall Hospital,positive
6355,"Communication between both patient and staff and between staff and staff!

Ward nurses had no idea what was going on. They either couldn't find doctors or were told that a doctor was busy and to find someone else.",Northern General Hospital,negative
7685,"I write on behalf of a very ill lady treated in St Margarets and Deal wards. As a family friend, and the lady's family were most impressed with the professional working of the wards and the care paid to the patients.",Queen Elizabeth The Queen Mother Hospital,positive
13382,"The Sexual Health Centre here is second to none. Friendly, comfortable, down to earth staff happy to give information and support, new techniques used to make everything easier, results service really good and convenient. This can be a horrible experience in a badly run clinic, but was not traumatic in the least here. Well done!",Withington Community Hospital,positive
12617,"I was taken ill while on holiday and was taken to a&e at wansbeck hospital by my family, the first point of contact was the receptionist there and they were excellent and so was the drs and nurses there i could have not had better service any where else.",Wansbeck Hospital,positive
11226,Treatment and information at consultation,Sutton Hospital,negative
3428,Hospital was so  concerned about my 18 month old daughter may have swine flu they didn't want to see her in a & e even though we had arrived in an ambulance.  My daughter had fitted ( for first time)due to high temperature and they sent us home in a taxi an hour later withnot examining her.  Doctor just gave her nurofen.  Before getting in taxt her temperature was still 39.6. Next day she was no better so took her to doctors and she had severe tonsilitus.  Had the doctor have checked her throat she could have been on penicilian alot quicker.  I felt we were basically rushed out the hospital in case it was swine flu.  Was very disappointed with the service.,Grantham and District Hospital,negative
8459,"If the staff worked together and took notice of blood test results patients just might be treated properly.
Why order blood tests and then completly ignore them.not once but over a three week period",Royal Cornwall Hospital (Treliske),negative
8424,"As it was my first time having to involve a hospital with any problems I'd had, I was anxious as to what I would expect. Especially at 19 I was nervous about what would happen whether theyd take me seriously, and whether they would be willing to help me. My first consultation with the gynaecologist went well, I didn't feel patronised, and they explained to me about a condition I may have. They said they didn't want me to have a laparoscopy when we could try different treatments, while staying optimistic it could just be hormones at my age. I left with another appointment booked. 3 months later I went back and told my gynaecologist it hadn't worked I was still suffering, within minutes we was filling out a consent form for a laparoscopy. Also the same day I had my pre-assessment and had a date set. The nurses were all very friendly and helpful. The anesthetist was also very friendly when I met them, they was helpful and explained in detail what they were going to do and answered all my questions. They talked me through what was happening. They was really helpful and made me feel comfortable. The recovery nurses were also helpful as I came round, the nurse stayed by my side checking evrything was fine, asking me how the pain was and relieving the pain slowly so they didn't give me too much, they also gave me a stick with a wet sponge to moisten my mouth with. In the day ward, the nurses were also very helpful. Everytime I called for a nurse there was one within seconds with a smile making sure I was ok, and checking up on me. I stayed in over night and was checked to see if I needed anything regularly. The nurses always refilled my water jug and made sure I was comfortable. I was checked again to make sure everything was fine before I was discharged.Also for my dad who was waiting anxiously for me, the staff were all helpful when he rang up informing him on when I should be discharged. Also the ward was clean.  Overall, I was pleased with my first time in hospital.",Royal Bournemouth General Hospital,positive
7987,"Clean Hospital 
Well Organised
Kenyon Ward / Surgical  All staff had good laugh 
to relax me 

Very professional",Robert Jones and Agnes Hunt Orthopaedic Hospital,positive
3188,"The care and dedication of the staff was excellent.  Every person I came into contact with, was helpful and caring.  Any questions or worries I had were explained to me and I was reassured.  Even the catering staff and domestic staff were pleasant and cheerful.  I would not hesitate in reccomending Fulwood Hall Hospital.",Fulwood Hall Hospital,positive
12417,I think its a shame that all wards have to take the overflow from other wards as it means the nurses cant concentrate on the main focus of the ward they work on. I was on the plastics ward but we had a lady with chest problems and an elderly lady that took up quite a bit of the nurses time instead of them just being able to concentrate on plastics. I dont think this could be improved really though as everyone reacts differently to treatment so you can never tell how long people will be staying in hospitals and the amount of traumas that come in just cant be helped. I think they do the best that they can with what they have though and they always have your needs covered.,University Hospital Of North Durham,negative
2916,"My son was admitted to the Barbera Russell Unit with 10% burns earlier this month and ALL the staff were helpful, friendly and caring, they couldnt do enough for us and my son received 1st class care.....thank you!",Frenchay Hospital,positive
2282,"The staff on the ICU ward were wonderful. They allowed us to stay by the bedside of my brain injured brother 24hrs a day, and always treated us with compassion, understanding and great dignity. They gave us any information we asked for, and watched over both my brother and us constantly. Despite him being in a restless and often violent state of coma, they cared for him with tenderness, tact and endless patience. The ICU nurses saved his life. I owe them a debt of indescribable gratitude, for that and for all they did for the whole family over the two weeks we were there.",Derriford Hospital,positive
9371,"My son was born at RSCH, when he was 6 he had an operation there.  I received cataract surgery this year.  On all of these occassions we received excellent care.",Royal Surrey County Hospital,positive
4695,"in shorthand. here is a bulleted list of areas of extreame concern.

* professionalism and manners of staff were disgusting. No bedside manner. No warm caring atmosphere.

* tension regarding short staff and uncapable staff. leading to myself and other patients not getting medication, pain, distress or personal care attended to.

* Dirt and mess, left in waste, blood, vomit,  for hours after asking for clean linen and help to change night clothes. dirty bedpans under bed allong with catheter bags.

* Very conserned about meals, and the lack of them. veggie meal never came the whole 10 weeks i was a patient. staff joked about it when a meat dish would arive after complaints were sent numurous times to the catering department.
one bannana and an apple deliverd by a dietitian is not enough to live on, or try and get someone stronger.

* noise at night, laughing and on moile phones at night,and eatting most of the time were the night staff. 

* when going for tests, was left in a drafty corridore for an hour and a half before then having to go ack to the ward because was too ill.

Waiting times and wrong information on seeing a doctor. waiting days!

* was given an overdose of medication due to negligence. resulting in a bad reaction. this is still under investigation.

I could go on into other areas of disappointment, but these are my main concerns.",Leighton Hospital,negative
13562,Superb treatment inthe consultants orthopaedic clinic and following that in radiology,Wycombe Hospital,positive
13349,everyone was so helpful i had new hip the treatment igot was five star lovely staff nothing was to much trouble i cannot thank them all enough .,William Harvey Hospital (Ashford),positive
11367,There are some isolated examples of well run departments and good practices by staff and nurses cheerful and reassuring,"The County Hospital, Hereford Hospitals NHS Trust",positive
6710,"My grandfather was in a nasty accident in April 2009. The A&E staff stabilised him and sent him to ITU. One nurse in ITU, Sharon and a male nurse were brilliant and looked after me and my family when we were upset.",Peterborough District Hospital,positive
1973,"My mother had a fall on Christmas morning at my home. We took her to the Conquest in my car and on arrival she was seen by a nurse immediately. She was then taken to x-ray and returned with the news that although no damage was noticable from this fall, there were signs of previous breaks in her arm. Mum was then referred to her own GP for further treatment.",Conquest Hospital,positive
1291,"On a recent visit to the UK my wife (who is Australian) developed a severe chest infection. We contacted the NHS who immediately gave her a temporary visitors NHS number. From making the initial call to actually seeing a Doctor at the Halifax NHS Hospital was completed in less than one hour. My wife was prescribed antibiotics and has since recovered, thank you very much. I commend the NHS system and those that work within in as First Class service.Please accept my sincere thanks.",Calderdale Royal Hospital,positive
7130,"i was looked after from the minute i walked through the door..i was made to feel very reassured as i was very nervous and had not had an oparation for many years,,so the press had made me really worried about how my time in hospital would be and what bugs i was going to catch..well there was no need to worry the place was spotless and was being cleaned more than once a day.the staff and i mean all the staff were very caring and did anything i asked for..i would say my stay and care at this hospital was the best you could get..i don't think you would get better going private..i would like to say a big thank you to all the staff that looked after me..",Princess Royal Hospital,positive
4171,communication courtesy. care. respect,Kettering General Hospital,negative
8589,"the only issue i have is the problems with car parking and the amount of time it can take to leave the hospital grounds.
i also feel that car parking should be free for regular visitors to the hospital eg cancer patients.",Royal Derby Hospital,negative
6535,Perhaps an update in the rooms and some more modern tvs.,"Nuffield Health, Bristol Hospital (St Mary",negative
9149,"I stayed last year and was unhappy with the state of the hospital. Stayed today as a day patient and was astounded at how clean it was. Nurses were going around cleaning every two hours or so, cleaning surfaces, mopping floors etc. Fantastic.",Royal Oldham Hospital,positive
13421,"this was my first time of being hospital for a major hip operation and everything about the hospital was first class, from the very friendly reception staff to the nurses, the aneasthetic and recovery team and all the nurses, physios and everybody who cared and had time for me, and as for my surgeon,what an excellent surgeon he is ,a very big thankyou to all.",Woodland Hospital,positive
7555,I am the carer for a frail 76 year old MS sufferer. He currently is experiencing difficulty passing urine. A request was completed by his GP for an urgent appt to see his MS consultant. That was over a month ago andfollowing about 20 calls  we have just recieved an appt for 19th January 10 .I have spoken with the consultants secreatary on a number of occasions and to be frank  the consultants secreatary is abrupt and not greatly helpful . Additionally the consultants secreatary never returns calls when requested . I find it bizarre that in 21st century that a sick old man has to wait 2 months for an urgent appt .,Queen Elizabeth I I Hospital,negative
7399,"When a patient presses the buzzer it would be nice if nurses actually came.
Nurses don't even wonder around ward they sit and have cups of tea all day",Queen Elizabeth Hospital,negative
1047,"The Bridgewater have a good repuation which made it easier to choose. The care i recieved was great, the consideration of individual needs was good because i like privacy.",Bridgewater Hospital,positive
10044,"From my initial appointment i was dealt with in a professional manner. I was very scared but every question i had was answered, questions which to some may seem silly but to myself were important.All staff were kind and friendly and made my stay a cheerful one.The cleaning and catering staff also deserve recognition as they play a huge part in making a patients stay a comfortable one.I have recommended the treatment centre to everyone!My partner dislikes hospitals but as there was sky sports news free on the hospital tv he was more then happy to visit.Even he thought it was like a hotel!!",Southampton NHS Treatment Centre,positive
8574,"The Imaging department seemed crowded however the staff were obviously working hard and everbody seemed to be moving through the system quickly.
There are separate receptions which are clearly labelled off the main waiting area.
I arrived filled out the safety forms for the scanner to check I didn't have any metal implants and then changed into comfortable blue surgical pyjama style trousers and top in spacious changing rooms. I was offered a locker aswell to keep my personal affects safe.
I was then met by a radiographer from the changed waiting room which is separate from the main waiting room. It was a nice touch when you've changed there is a separate waiting area so you don't have to sit in the main area. I then had my scan and was offered a wide choice of music to listen to during the scan of my brain and they also checked that I knew where to get my results from when it was over.

It was a very pleasant experience and I need to pass my thanks on to all of the staff who work in the MRI scanners.",Royal Derby Hospital,positive
545,I gave birth to our first child at Bassetlaw in September 2008 and found the facilities and staff to be excellent. The maternity staff in particular were great and made my husband and I feel very informed about what was happening. We can't thank them enough for the care my son and I received.,Bassetlaw Hospital,positive
12574,"I've been an out-patient at the hospital for quite a few different things (dermatology, minor injuries, speech therapy, ...) over the last couple of years, and in all cases have been treated with respect and dignity. This has been the case no matter how busy they have been",Victoria Infirmary (Northwich),positive
5139,"the number of meetings with the psychiatrist - aren't they supposed to get to know their patients ?It was disgraceful the little I saw of them,
The nursing staff either ignored me or bullied me to the point i almost harmed myself while in there for attention.
The nursing staff need to realise they are there for the patients and not to spend all their time chatting to themselves and making phone calls in their little office.
The nursing staff need to learn to 'listen' and inspire conversation or at least take an interest in who their patients are,
The psychiatrists need to make regular visits to their patients -twice a week. they should earn their money",Lynfield Mount Hospital,negative
4614,"Staff's attitude towards their patients and visitors. I agree health care professionals have the right to be confident in their job roles, but they do not have the right to be rude and arrogant. Only a small handful of staff were polite and helpful - the rest had the wrong attitude towards their patients.",Leicester Royal Infirmary,negative
6214,"My mother was a patient on ward 3 in November, she was diagnosed with terminal lung cancer.  I wish to say how grateful we were for the staff, including doctors, nurses and physiotherapy staff who made my mother comfortable during her stay and arranged discharge so she could realise her wishes and spend her last weeks in the care of her  family.

Thank you all so much, when there is so much pressure on health staff's performance it is nice for you to know how much your kindness and professionalism and care meant to us all.",North Tyneside General Hospital,positive
4150,"From admission to discharge, everything was dealt with quickly and efficiently. Doctors and nursing staff worked together in very proffessional manner with a good sense of homour",Kettering General Hospital,positive
1476,"From start to finnish the system was a let down.  How frightenning if I had to stay in there.
What a waste of my tax I would only go privat in future.  Non caring staff and incompetent clerical staff. What has happened to care and respect.",Charing Cross Hospital,positive
8661,The administration of follow up appointments has failed me on three occasions.  I have had to chase up each appointment however it is impossible to get through on the telephone.  Two of the phone numbers I found on the website are in fact non existant numbers,Royal Eye Infirmary,negative
8104,"I have had two stays in RDGH in the past couple of months.  In March I was admitted onto B11 and was an in-patient for 5 nights.  I found the staff were brilliant and kept me informed of everything that was happening.  The ward was cleaned every day and overall my stay there was a very pleasant one.

I have just had to spend another night in hospital on ward A1 and yet again the staff/nurses couldn't do enough for me and the other patients.  Again the wards were very clean and my experience of RDGH is that the hospital and staff I have come across have been excellent.

Well done Rotherham...",Rotherham Hospital,positive
204,"On your website a Map, showing departments
All I want to do is to find out where to go to present my doctor's form for a Blood test to check if I might be Diabetic.",Andover War Memorial Hospital,negative
11512,absolutley          excellent  care and treatment. right from the arrival of the ambulance at my house until i was sent home . I would reccomend  this hospital to anyone.,The Ipswich Hospital,positive
12912,"I would be hard pushed to find anything specific that would need improving, with the exception of maybe having the Physio's and the activities available over the weekend and on bank holidays, the weekend drags on when you don't have these facilities",West Heath Hospital,negative
11570,parking prices,The James Cook University Hospital,negative
4724,"I don't believe anything could have improved my experience. We've often said that it would be a good thing to bring back ""Matrons"" and in-house cleaning staff and we experienced both of those here. I jokingly told the cleaner that she should be cloned and put in every hospitals as she was constantly cleaning. I doubt you'll find any germs in this ward!",Lewes Victoria Hospital,negative
6243,"A few of the nurses were kind, caring, took time to listen to me and paid attention to what i was saying.",Northampton General Hospital (Acute),positive
8211,"Receptionists were polite. The nurses who carried out my minor operation were excellent, helped to put me at ease, and explained everything clearly. Also when I was trying to find another department in the hospital, a member of staff came over to me and asked if I needed any help. The hospital in general looked very clean.",Royal Berkshire Hospital,positive
2024,"My mother, was admitted to the 'Countess of Chester Hospital' on Friday 4/12/09 and sadly passed away on Wednesday 9/12/09.
 
My family have asked me to write to you in praise of the day and night staff of the Acute Medical Unit (Ward 47) and particularly Watergate Ward (No 51) whose caring approach went beyond faultless professionalism.
 
The death of a loved one is a sad and uncertain time and I would like to express our family's gratitude for the wonderful sensitivity and concern we received from nurses and staff who truly ""care"".
Many thanks.
 
Kind Regards
Mrs F",Countess Of Chester Hospital,positive
8806,"I am a health advocate working for a charity in Islington for people with learning difficulties. I spend a lot of my professional life in various hospitals, supporting clients to access services and I experience a very wide variety in the quality of delivery. With this in mind I would like to say how brilliant the senior orthopaedic technician at the Royal Free Hospital, has been on the two occasions that I have been fortunate enough to visit with a client.

With anyone, but especially with our client group, it is important to be clear and transparent when dealing with people’s health. The orthopaedic technician has always been very talkative, friendly and open. They treat those who come into the room as equals and not as receivers of services. The orthopaedic technician has done more than the minimum required and gone out of their way to be helpful and to make sure that my client received the very best care.

On top of this, and of equal importance, is that the orthopaedic technician is excellent at what they do as an orthopaedic technician. The casts they make are obviously of a very high quality and they make them with the skill of someone who loves what they do and that they are good at it. I cannot commend them highly enough in every aspect of the work that I have witnessed. I feel very strongly that people like this must be recognised for their good practice, just as complaints should be made and followed up.",Royal Free Hospital,positive
2585,I had my wife's X Person who answers call at Barnet Ray taken at Edware Hospital.Result  did not reach my GP by 11 Days. I had to phone Edware Hospital which takes 20/25 Minutes to answer call.Then the call is transferrred to Barnet Hospital at wrong DepartmentThey disconnect the call. You have to phone again to Edgware Hospital X Ray dept and takes further 20/25 Minutes and it goes on . I cannot believe that it takes Two orking weeks or more to send X Ray result to GP.I think I can better service in developing Contries  where you can result next day or day after..,Edgware Community Hospital,negative
5265,"My 6 year old daughter had an unplanned op here and her care from beginning to end was fantastic. Her surgeon was 1st class and took such time and care in gaining her trust that she is happy to visit them on future appointments.  The staff on the childrens ward are brill, nothing too much trouble and they actually care.  This is my opinion is the best care you will get and I cannot fault anything.  Well done Maidstone on 1st class staff and care.",Maidstone Hospital,positive
7754,"Was referred to the diabeties department for the first time, compared to other hospitals i've been to in the past this was a pleasant surprise felt really at ease the overall area was welcoming even the receptionists were very friendly. The specialist nurse who dealt with me for the first time in 18 years discussed my case and explained more than i've ever had I feel as though she has a really grasp of my condition I cannot sing their praises highly enough.",Queen Mary's Hospital Sidcup,positive
